Promise_ID,Call_ID,Account_ID,Promise_Date,Promise_Due_Date,Promised_Amount,Promise_Status
4049,92547,4702,2025-12-19,2026-01-17,275.17,Kept
4050,92585,4703,2024-09-30,2024-10-29,332.28,Broken
4051,92602,4704,2026-01-08,2026-02-01,252.26,Active
4052,92623,4705,2025-07-07,2025-07-08,775.99,Kept
4053,92633,4706,2025-10-29,2025-11-27,18031.65,Broken
4054,92651,4707,2026-01-27,2026-02-05,5344.72,Active
4055,92658,4708,2026-01-29,2026-02-19,1330.63,Active
4056,92664,4709,2026-01-26,2026-01-28,13886.21,Kept
4057,92709,4711,2026-02-06,2026-02-28,1295.08,Active
4058,92712,4712,2026-01-25,2026-01-28,3204.94,Kept
4059,92746,4713,2025-02-25,2025-03-26,24.67,Broken
4060,92779,4714,2024-10-01,2024-10-07,192.06,Broken
4061,92795,4715,2025-10-13,2025-11-12,877.83,Kept
4062,92803,4716,2025-09-16,2025-10-14,519.13,Kept
4063,92826,4717,2025-07-17,2025-08-13,1008.72,Kept
4064,92866,4718,2024-09-20,2024-10-18,1249.89,Broken
4065,92883,4719,2025-05-10,2025-05-26,82.55,Kept
4066,92900,4720,2025-11-17,2025-11-30,2692.8,Broken
4067,92915,4721,2026-01-15,2026-02-10,2508.38,Active
4068,92925,4722,2025-11-27,2025-12-11,6213.2,Kept
4069,92960,4723,2025-01-11,2025-01-31,64.07,Broken
4070,92975,4724,2026-02-15,2026-02-22,3569.52,Active
4071,92982,4725,2025-02-17,2025-03-13,215.86,Broken
4072,93005,4727,2024-08-31,2024-09-11,806.28,Kept
4073,93039,4728,2025-04-22,2025-05-07,1271.37,Kept
4074,93063,4729,2025-01-20,2025-01-25,1933.59,Kept
4075,93111,4731,2025-01-17,2025-02-07,1341.23,Kept
4076,93141,4732,2024-11-02,2024-11-30,902.65,Broken
4077,93167,4733,2026-01-17,2026-01-27,4326.76,Kept
4078,93186,4734,2024-10-04,2024-10-15,1629.0,Broken
4079,93210,4735,2025-08-09,2025-08-27,6011.57,Broken
4080,93224,4736,2025-10-15,2025-11-08,138.16,Kept
4081,93242,4737,2025-09-24,2025-09-28,1228.3,Kept
4082,93255,4738,2025-05-25,2025-05-27,2307.76,Kept
4083,93284,4739,2025-10-01,2025-10-09,2819.03,Kept
4084,93295,4740,2025-09-15,2025-09-16,3672.71,Broken
4085,93318,4741,2025-07-16,2025-08-06,162.65,Kept
4086,93334,4742,2025-11-22,2025-12-22,1051.06,Kept
4087,93349,4744,2026-01-17,2026-01-29,1222.82,Kept
4088,93355,4745,2026-01-16,2026-02-14,3239.59,Active
4089,93390,4746,2025-02-14,2025-03-04,238.85,Kept
4090,93417,4747,2024-12-01,2024-12-25,1575.28,Broken
4091,93431,4748,2026-01-06,2026-02-04,12736.28,Active
4092,93441,4749,2026-01-20,2026-02-13,6869.31,Active
4093,93484,4751,2024-11-03,2024-11-29,362.08,Broken
4094,93516,4752,2026-01-20,2026-02-18,17984.47,Active
4095,93531,4753,2025-08-12,2025-08-20,228.68,Kept
4096,93545,4754,2026-02-17,2026-02-24,382.56,Active
4097,93548,4755,2026-01-18,2026-02-01,7890.58,Active
4098,93594,4757,2025-04-13,2025-04-28,23.49,Kept
4099,93613,4758,2026-02-01,2026-02-12,10838.63,Active
4100,93637,4759,2024-11-26,2024-12-01,167.68,Kept
4101,93658,4760,2025-01-14,2025-01-21,888.11,Broken
4102,93677,4761,2025-09-23,2025-10-19,488.85,Kept
4103,93698,4762,2025-05-06,2025-05-31,3342.49,Kept
4104,93718,4763,2025-05-04,2025-05-17,2394.42,Broken
4105,93747,4764,2025-11-08,2025-11-18,1178.77,Broken
4106,93790,4766,2025-02-04,2025-02-18,7049.48,Broken
4107,93818,4767,2025-04-20,2025-04-26,513.09,Kept
4108,93858,4768,2024-11-11,2024-11-26,760.1,Broken
4109,93885,4770,2025-10-18,2025-10-24,14995.16,Broken
4110,93919,4771,2025-02-24,2025-03-15,516.23,Broken
4111,93964,4772,2025-03-29,2025-04-24,972.96,Broken
4112,93969,4773,2025-02-28,2025-03-28,8927.37,Kept
4113,93992,4774,2025-11-11,2025-12-01,616.07,Kept
4114,94014,4775,2025-10-02,2025-10-31,4762.21,Kept
4115,94022,4776,2025-01-17,2025-01-20,654.98,Broken
4116,94048,4777,2025-11-30,2025-12-02,5567.34,Kept
4117,94062,4778,2026-02-01,2026-03-03,2508.44,Active
4118,94080,4779,2024-11-17,2024-11-22,3853.23,Kept
4119,94113,4780,2024-09-10,2024-09-30,341.19,Broken
4120,94141,4781,2025-07-29,2025-08-14,1228.55,Kept
4121,94156,4782,2026-02-13,2026-02-23,140.52,Active
4122,94162,4783,2025-08-11,2025-08-29,2181.87,Broken
4123,94210,4786,2025-12-29,2026-01-04,4429.62,Kept
4124,94240,4787,2024-11-03,2024-11-23,621.59,Broken
4125,94251,4788,2025-08-11,2025-09-03,1090.5,Broken
4126,94271,4789,2025-01-14,2025-01-18,75.99,Kept
4127,94292,4790,2026-01-15,2026-02-09,6896.4,Active
4128,94303,4791,2025-12-03,2026-01-01,746.06,Kept
4129,94322,4792,2025-05-09,2025-05-15,168.27,Broken
4130,94336,4793,2026-01-29,2026-02-10,1741.47,Active
4131,94344,4794,2026-01-17,2026-01-23,3750.31,Kept
4132,94360,4795,2025-09-24,2025-10-10,32.12,Broken
4133,94373,4796,2024-09-19,2024-09-22,89.16,Kept
4134,94438,4798,2024-11-24,2024-12-04,80.32,Kept
4135,94469,4799,2024-10-25,2024-11-24,4593.97,Broken
4136,94523,4800,2024-11-04,2024-11-15,1403.8,Broken
4137,94555,4801,2025-01-30,2025-02-11,442.56,Kept
4138,94592,4802,2024-11-21,2024-12-20,1600.45,Broken
4139,94613,4803,2025-04-06,2025-04-15,997.45,Broken
4140,94631,4804,2025-06-22,2025-07-22,358.08,Kept
4141,94673,4805,2024-12-01,2024-12-22,1125.5,Broken
4142,94691,4806,2026-01-08,2026-01-22,3231.68,Kept
4143,94705,4808,2026-01-05,2026-01-30,3718.68,Kept
4144,94716,4809,2025-03-07,2025-03-18,14.74,Broken
4145,94733,4810,2025-11-23,2025-12-13,2042.77,Kept
4146,94746,4811,2025-06-07,2025-06-17,665.82,Kept
4147,94772,4812,2025-03-13,2025-03-15,363.11,Kept
4148,94797,4813,2025-09-12,2025-09-24,55.27,Broken
4149,94850,4815,2025-06-17,2025-07-01,724.75,Kept
4150,94868,4816,2025-11-20,2025-11-29,3309.12,Kept
4151,94882,4817,2026-01-07,2026-02-06,1227.27,Active
4152,94890,4818,2025-06-22,2025-07-14,869.56,Broken
4153,94917,4819,2025-02-26,2025-03-09,309.18,Kept
4154,94931,4820,2026-01-31,2026-02-05,4615.94,Active
4155,94944,4821,2025-06-27,2025-06-30,1550.34,Broken
4156,94964,4822,2026-01-07,2026-01-15,6528.96,Broken
4157,94969,4823,2026-01-05,2026-01-06,636.07,Kept
4158,94980,4824,2024-12-30,2025-01-10,615.06,Kept
4159,95026,4825,2025-03-09,2025-03-30,790.61,Broken
4160,95038,4826,2024-08-18,2024-08-29,589.27,Kept
4161,95087,4827,2024-11-30,2024-12-23,192.9,Broken
4162,95107,4828,2025-08-08,2025-08-14,3873.63,Broken
4163,95119,4829,2026-02-04,2026-02-05,5864.88,Active
4164,95134,4830,2025-05-03,2025-05-25,1643.91,Kept
4165,95154,4831,2025-05-29,2025-06-09,494.91,Broken
4166,95173,4832,2026-01-24,2026-02-16,1996.05,Active
4167,95184,4833,2025-10-02,2025-10-08,5805.22,Kept
4168,95197,4834,2026-01-05,2026-02-02,9456.88,Active
4169,95221,4835,2025-02-22,2025-02-28,254.9,Broken
4170,95273,4837,2025-02-24,2025-03-05,168.69,Broken
4171,95281,4838,2026-01-05,2026-01-28,617.61,Broken
4172,95296,4839,2025-12-20,2025-12-27,2044.7,Kept
4173,95305,4840,2025-12-27,2026-01-04,4949.55,Kept
4174,95313,4841,2026-01-15,2026-02-03,3411.98,Active
4175,95324,4842,2025-11-23,2025-12-07,1037.74,Kept
4176,95336,4843,2026-01-12,2026-02-08,8161.16,Active
4177,95344,4844,2025-12-18,2025-12-26,469.26,Broken
4178,95400,4846,2025-11-13,2025-11-22,612.33,Kept
4179,95446,4848,2025-12-22,2025-12-24,979.91,Kept
4180,95498,4850,2025-06-15,2025-07-09,150.84,Kept
4181,95518,4851,2026-01-10,2026-02-01,513.79,Active
4182,95523,4852,2026-02-11,2026-03-06,928.89,Active
4183,95532,4853,2025-12-17,2026-01-10,1456.77,Broken
4184,95545,4854,2026-02-03,2026-03-05,19266.27,Active
4185,95557,4855,2024-10-30,2024-11-21,1169.1,Broken
4186,95588,4856,2025-04-05,2025-04-29,449.93,Broken
4187,95614,4857,2025-03-09,2025-03-25,1224.11,Kept
4188,95670,4859,2025-04-10,2025-04-28,175.62,Kept
4189,95694,4860,2025-05-29,2025-05-31,521.03,Broken
4190,95722,4861,2025-12-29,2026-01-09,876.55,Broken
4191,95743,4862,2025-05-14,2025-05-29,8601.36,Kept
4192,95757,4863,2026-01-09,2026-02-02,6512.49,Active
4193,95763,4864,2025-06-12,2025-06-26,491.44,Broken
4194,95788,4865,2024-08-03,2024-08-16,2309.14,Broken
4195,95824,4866,2026-01-13,2026-01-14,3422.41,Broken
4196,95829,4867,2026-01-17,2026-02-15,3463.78,Active
4197,95848,4868,2024-09-19,2024-10-08,1547.58,Kept
4198,95894,4869,2025-01-17,2025-02-02,101.11,Kept
4199,95908,4870,2025-08-13,2025-08-26,12358.28,Broken
4200,95920,4871,2025-07-30,2025-08-27,6337.91,Kept
4201,95936,4872,2025-07-23,2025-08-16,221.28,Broken
4202,95957,4873,2025-03-04,2025-03-20,3364.25,Broken
4203,95978,4874,2025-03-13,2025-03-16,1846.1,Broken
4204,95999,4875,2026-01-17,2026-01-22,5673.07,Broken
4205,96006,4876,2025-09-06,2025-10-02,669.84,Kept
4206,96027,4877,2025-12-13,2025-12-23,3715.11,Kept
4207,96037,4878,2026-01-30,2026-02-19,14595.41,Active
4208,96046,4879,2026-01-31,2026-02-04,3689.96,Active
4209,96052,4880,2025-10-03,2025-10-20,377.81,Broken
4210,96097,4882,2025-07-28,2025-08-23,1620.16,Kept
4211,96109,4883,2026-01-22,2026-02-07,4824.85,Active
4212,96117,4884,2025-07-27,2025-08-11,107.41,Kept
4213,96130,4885,2026-01-13,2026-01-24,1765.88,Broken
4214,96147,4886,2025-06-24,2025-07-23,1560.32,Broken
4215,96170,4887,2025-02-14,2025-03-12,1746.28,Broken
4216,96191,4888,2026-02-02,2026-02-25,970.98,Active
4217,96205,4889,2025-05-17,2025-05-22,108.06,Kept
4218,96220,4890,2025-07-21,2025-08-20,10875.32,Kept
4219,96269,4892,2025-09-29,2025-10-07,869.01,Kept
4220,96282,4893,2025-08-24,2025-09-22,539.1,Kept
4221,96297,4894,2025-05-19,2025-05-23,300.3,Kept
4222,96325,4895,2025-05-16,2025-06-02,155.59,Broken
4223,96345,4896,2025-09-15,2025-10-09,11857.67,Kept
4224,96361,4897,2025-12-21,2026-01-15,755.31,Broken
4225,96468,4901,2026-02-12,2026-03-07,838.36,Active
4226,96474,4902,2025-08-12,2025-09-09,1135.79,Kept
4227,96489,4903,2025-01-26,2025-01-27,10257.88,Kept
4228,96514,4904,2026-01-19,2026-01-24,1271.96,Broken
4229,96521,4905,2026-01-17,2026-02-02,2290.34,Active
4230,96541,4906,2025-04-15,2025-05-03,559.23,Kept
4231,96567,4907,2024-10-22,2024-11-21,106.52,Broken
4232,96590,4908,2025-12-29,2026-01-22,489.13,Kept
4233,96605,4909,2025-01-15,2025-01-23,5270.95,Broken
4234,96635,4910,2025-12-14,2025-12-15,2941.94,Kept
4235,96640,4911,2026-01-29,2026-02-08,526.34,Active
4236,96653,4912,2024-10-29,2024-11-19,412.88,Broken
4237,96683,4913,2026-01-06,2026-01-31,2293.31,Kept
4238,96694,4914,2025-02-05,2025-02-23,524.85,Kept
4239,96717,4915,2025-12-15,2026-01-14,969.0,Kept
4240,96770,4918,2025-03-12,2025-04-04,92.33,Broken
4241,96787,4919,2026-01-08,2026-01-19,194.77,Broken
4242,96795,4920,2025-04-30,2025-05-18,182.13,Broken
4243,96820,4921,2026-01-13,2026-01-26,2651.54,Kept
4244,96853,4922,2024-12-25,2025-01-15,356.17,Broken
4245,96895,4924,2025-04-11,2025-05-06,483.73,Broken
4246,96939,4925,2025-04-19,2025-05-08,5864.69,Broken
4247,96943,4926,2025-07-31,2025-08-23,297.77,Kept
4248,96958,4927,2025-10-27,2025-10-30,670.07,Kept
4249,96977,4928,2025-09-03,2025-09-09,2526.21,Broken
4250,96992,4930,2025-02-14,2025-02-26,5371.31,Broken
4251,97020,4931,2025-12-19,2026-01-04,148.27,Kept
4252,97032,4932,2026-02-04,2026-03-02,14642.75,Active
4253,97038,4933,2025-11-21,2025-11-26,1201.12,Kept
4254,97056,4934,2025-04-06,2025-04-12,1037.44,Kept
4255,97106,4936,2026-01-28,2026-02-05,2967.15,Active
4256,97114,4937,2026-01-12,2026-02-03,18420.71,Active
4257,97181,4940,2025-09-15,2025-09-17,1079.17,Kept
4258,97205,4941,2025-05-23,2025-05-25,1511.41,Kept
4259,97226,4942,2025-10-01,2025-10-29,9536.02,Kept
4260,97239,4943,2026-02-26,2026-03-11,18885.89,Active
4261,97252,4944,2025-01-26,2025-02-17,55.57,Kept
4262,97283,4945,2024-10-07,2024-10-08,987.29,Broken
4263,97299,4946,2025-07-26,2025-07-28,525.6,Kept
4264,97317,4948,2025-03-07,2025-03-15,115.48,Broken
4265,97339,4949,2026-02-01,2026-02-20,7429.2,Active
4266,97345,4950,2026-02-01,2026-02-28,5267.42,Active
4267,97359,4951,2025-02-25,2025-03-04,65.73,Broken
4268,97386,4952,2025-04-26,2025-05-16,86.87,Broken
4269,97402,4953,2026-01-22,2026-01-28,616.61,Kept
4270,97409,4954,2025-07-05,2025-07-12,774.8,Kept
4271,97426,4955,2026-01-29,2026-02-02,5093.46,Active
4272,97487,4957,2025-02-16,2025-03-03,246.13,Broken
4273,97506,4958,2026-02-19,2026-03-08,9186.16,Active
4274,97538,4960,2025-08-02,2025-08-09,9216.3,Kept
4275,97588,4962,2024-07-24,2024-08-19,105.28,Kept
4276,97615,4963,2025-09-02,2025-09-27,270.99,Broken
4277,97632,4964,2024-09-13,2024-10-05,856.96,Kept
4278,97667,4965,2026-01-22,2026-02-06,3078.04,Active
4279,97688,4966,2024-11-20,2024-12-11,215.53,Broken
4280,97716,4967,2025-07-16,2025-07-23,288.2,Kept
4281,97730,4968,2026-01-08,2026-01-14,2924.78,Broken
4282,97739,4969,2026-01-13,2026-01-26,10728.46,Kept
4283,97747,4970,2026-01-05,2026-01-18,19731.34,Kept
4284,97755,4971,2025-09-02,2025-09-18,84.19,Broken
4285,97770,4972,2026-01-12,2026-02-03,680.41,Active
4286,97778,4973,2025-10-01,2025-10-21,2344.82,Kept
4287,97828,4975,2025-09-13,2025-09-14,2385.26,Broken
4288,97847,4976,2025-02-08,2025-03-10,1743.47,Broken
4289,97866,4977,2025-07-01,2025-07-07,1235.92,Kept
4290,97895,4978,2024-12-05,2024-12-26,414.64,Broken
4291,97984,4981,2026-01-24,2026-01-27,4605.31,Kept
4292,97995,4982,2026-01-22,2026-02-01,8088.68,Active
4293,97998,4983,2026-01-10,2026-02-08,957.68,Active
4294,98013,4984,2025-06-16,2025-06-21,439.64,Broken
4295,98031,4985,2026-01-12,2026-02-07,195.39,Active
4296,98042,4986,2024-09-17,2024-10-08,458.7,Kept
4297,98078,4987,2025-10-22,2025-11-21,243.63,Kept
4298,98087,4988,2026-01-08,2026-02-01,9043.24,Active
4299,98098,4990,2025-12-25,2026-01-22,1397.63,Kept
4300,98105,4991,2026-01-05,2026-01-06,6025.9,Kept
4301,98117,4992,2025-02-08,2025-03-04,84.08,Kept
4302,98149,4993,2025-10-12,2025-10-25,4131.44,Kept
4303,98154,4994,2025-04-29,2025-05-26,1210.22,Kept
4304,98208,4995,2025-02-15,2025-03-16,1072.9,Broken
4305,98218,4996,2025-04-05,2025-04-14,844.55,Kept
4306,98264,4997,2024-09-29,2024-10-08,1836.36,Broken
4307,98303,4999,2026-01-26,2026-02-03,6367.22,Active
4308,98313,5000,2025-07-04,2025-07-30,1120.29,Broken
4309,98327,5001,2025-11-03,2025-12-01,2621.01,Kept
4310,98360,5002,2024-10-13,2024-11-05,2153.8,Broken
4311,98377,5003,2025-09-16,2025-09-18,2011.33,Kept
4312,98392,5004,2026-02-02,2026-02-14,2527.79,Active
4313,98413,5005,2025-07-11,2025-07-27,733.75,Broken
4314,98420,5006,2025-09-08,2025-10-02,2398.15,Broken
4315,98447,5007,2024-11-09,2024-11-21,472.77,Kept
4316,98502,5008,2025-03-18,2025-03-30,80.06,Broken
4317,98507,5009,2025-01-28,2025-02-26,517.25,Kept
4318,98530,5010,2024-12-06,2024-12-20,140.35,Kept
4319,98564,5011,2026-01-29,2026-02-28,3061.76,Active
4320,98581,5012,2024-12-24,2025-01-08,129.39,Broken
4321,98606,5013,2025-06-21,2025-07-20,1111.42,Broken
4322,98637,5014,2025-03-28,2025-04-18,1104.26,Broken
4323,98654,5015,2025-08-04,2025-08-28,19358.93,Broken
4324,98666,5016,2025-03-18,2025-03-23,2063.18,Broken
4325,98691,5017,2024-09-17,2024-09-30,4314.29,Kept
4326,98727,5018,2026-01-24,2026-02-10,14803.38,Active
4327,98744,5019,2025-01-25,2025-02-11,968.91,Broken
4328,98782,5020,2025-02-09,2025-03-03,1477.45,Broken
4329,98790,5021,2026-01-02,2026-01-28,779.9,Kept
4330,98811,5022,2025-01-29,2025-02-22,85.15,Broken
4331,98840,5023,2025-02-14,2025-03-03,1514.05,Broken
4332,98860,5024,2025-05-06,2025-05-30,671.64,Kept
4333,98882,5025,2026-02-09,2026-03-02,1172.31,Active
4334,98895,5026,2024-08-15,2024-08-20,485.61,Kept
4335,98923,5027,2025-09-01,2025-09-02,1398.63,Broken
4336,98938,5028,2026-01-27,2026-02-12,1898.93,Active
4337,98981,5031,2025-06-26,2025-06-29,60.96,Broken
4338,99020,5032,2025-05-21,2025-05-31,1403.33,Kept
4339,99028,5033,2026-01-27,2026-02-23,10136.75,Active
4340,99046,5034,2025-06-22,2025-06-23,490.42,Kept
4341,99060,5035,2025-04-25,2025-05-20,278.37,Kept
4342,99083,5036,2026-01-12,2026-01-16,11639.48,Kept
4343,99097,5037,2024-08-26,2024-09-08,405.38,Kept
4344,99147,5039,2024-08-24,2024-09-05,456.98,Broken
4345,99174,5040,2025-09-09,2025-09-25,207.37,Kept
4346,99203,5041,2025-05-19,2025-05-21,3067.4,Kept
4347,99219,5042,2025-10-14,2025-10-30,1314.68,Kept
4348,99234,5043,2025-02-10,2025-02-14,171.77,Broken
4349,99263,5044,2025-09-17,2025-10-09,2299.8,Kept
4350,99270,5045,2025-08-20,2025-09-05,256.65,Kept
4351,99291,5046,2024-12-20,2024-12-23,900.54,Broken
4352,99322,5047,2026-01-31,2026-03-02,9818.45,Active
4353,99327,5048,2026-01-09,2026-01-22,1903.7,Kept
4354,99366,5050,2026-01-20,2026-02-05,4841.31,Active
4355,99379,5051,2024-09-23,2024-10-03,1487.86,Broken
4356,99431,5052,2025-02-13,2025-03-05,186.43,Kept
4357,99449,5053,2026-01-24,2026-02-21,17428.16,Active
4358,99451,5054,2026-01-24,2026-01-25,1515.02,Kept
4359,99464,5055,2025-04-09,2025-04-24,91.19,Broken
4360,99483,5056,2025-11-04,2025-11-22,424.62,Kept
4361,99501,5057,2025-07-01,2025-07-24,95.59,Kept
4362,99520,5058,2026-01-31,2026-02-28,3791.23,Active
4363,99570,5060,2024-11-26,2024-12-06,682.8,Broken
4364,99601,5061,2026-02-08,2026-03-07,8800.43,Active
4365,99608,5062,2025-05-02,2025-05-18,97.29,Broken
4366,99628,5063,2025-10-11,2025-11-06,6879.86,Kept
4367,99643,5064,2026-01-17,2026-01-27,3871.92,Kept
4368,99657,5065,2024-08-14,2024-09-05,145.56,Broken
4369,99692,5066,2025-05-30,2025-06-25,191.45,Kept
4370,99717,5067,2024-11-18,2024-11-23,1167.1,Broken
4371,99743,5068,2025-09-30,2025-10-01,684.68,Kept
4372,99762,5069,2025-07-27,2025-07-28,2948.92,Kept
4373,99775,5070,2026-01-04,2026-01-22,11623.28,Kept
4374,99795,5071,2025-04-05,2025-04-14,225.2,Kept
4375,99839,5073,2025-07-19,2025-07-22,14014.4,Broken
4376,99890,5075,2025-08-13,2025-08-25,6568.27,Kept
4377,99905,5076,2025-09-21,2025-10-21,220.66,Kept
4378,99925,5077,2025-04-04,2025-04-23,791.85,Broken
4379,99954,5078,2025-06-02,2025-06-20,28.49,Kept
4380,99990,5079,2024-11-14,2024-12-10,151.16,Kept
4381,100037,5081,2025-07-17,2025-07-19,10300.96,Kept
4382,100051,5082,2025-08-10,2025-08-15,380.67,Kept
4383,100076,5083,2025-01-06,2025-01-23,154.69,Broken
4384,100101,5084,2024-12-02,2024-12-21,965.3,Broken
4385,100136,5085,2024-12-19,2024-12-30,1348.56,Broken
4386,100166,5086,2025-02-27,2025-03-06,1013.29,Kept
4387,100191,5087,2026-01-17,2026-01-23,241.55,Kept
4388,100201,5088,2024-08-15,2024-09-02,270.37,Broken
4389,100235,5089,2024-10-09,2024-11-06,679.74,Kept
4390,100269,5090,2025-08-24,2025-09-10,440.01,Kept
4391,100312,5091,2024-10-28,2024-11-18,431.94,Broken
4392,100315,5092,2026-01-10,2026-01-18,147.11,Kept
4393,100332,5093,2025-12-13,2025-12-15,479.56,Kept
4394,100341,5094,2026-02-02,2026-02-24,12439.12,Active
4395,100351,5095,2025-10-09,2025-10-21,8641.53,Broken
4396,100361,5096,2025-10-05,2025-11-02,9770.54,Broken
4397,100381,5097,2025-02-06,2025-02-22,1082.19,Broken
4398,100423,5098,2025-01-21,2025-02-11,4683.17,Kept
4399,100438,5099,2024-12-06,2024-12-23,1715.4,Broken
4400,100469,5100,2025-03-28,2025-03-29,103.24,Broken
4401,100492,5101,2026-01-07,2026-02-01,5376.62,Active
4402,100507,5102,2025-08-23,2025-09-13,5232.08,Kept
4403,100516,5103,2025-03-27,2025-04-05,617.47,Broken
4404,100540,5105,2025-12-17,2025-12-27,1671.86,Broken
4405,100558,5106,2024-08-12,2024-09-09,400.43,Broken
4406,100594,5107,2024-11-26,2024-12-24,579.62,Broken
4407,100624,5108,2026-01-25,2026-02-16,1247.51,Active
4408,100642,5110,2024-09-17,2024-10-09,609.01,Kept
4409,100666,5111,2025-08-09,2025-09-01,2687.68,Kept
4410,100688,5112,2024-12-21,2025-01-11,602.25,Broken
4411,100718,5113,2026-02-14,2026-03-14,9770.83,Active
4412,100729,5114,2025-12-11,2025-12-28,6115.33,Broken
4413,100741,5115,2025-07-26,2025-08-06,202.49,Kept
4414,100753,5116,2025-11-23,2025-12-03,7489.1,Kept
4415,100789,5117,2025-09-03,2025-09-25,183.45,Kept
4416,100795,5118,2025-12-31,2026-01-22,5588.99,Broken
4417,100815,5119,2024-12-29,2025-01-24,1725.14,Kept
4418,100848,5120,2024-08-04,2024-08-26,332.7,Broken
4419,100878,5121,2024-08-06,2024-08-13,715.32,Kept
4420,100907,5122,2025-09-02,2025-09-26,117.21,Kept
4421,100925,5123,2025-12-10,2025-12-30,2136.09,Kept
4422,100971,5125,2025-10-10,2025-10-31,402.66,Kept
4423,100988,5126,2025-12-15,2026-01-07,4169.35,Kept
4424,101003,5127,2025-07-24,2025-08-11,3442.47,Kept
4425,101019,5128,2025-12-12,2025-12-15,2353.81,Broken
4426,101036,5129,2025-02-12,2025-03-11,36.12,Kept
4427,101057,5130,2025-06-08,2025-07-04,1827.15,Kept
4428,101080,5131,2025-11-29,2025-12-17,5768.05,Kept
4429,101096,5132,2025-11-04,2025-11-11,3341.88,Broken
4430,101114,5133,2025-10-12,2025-11-02,304.85,Kept
4431,101142,5134,2025-05-29,2025-06-11,782.24,Kept
4432,101151,5135,2025-03-29,2025-04-23,1397.06,Broken
4433,101171,5136,2024-08-28,2024-09-06,141.04,Kept
4434,101205,5137,2025-08-30,2025-09-03,310.62,Kept
4435,101225,5138,2025-10-30,2025-11-28,2392.14,Kept
4436,101258,5140,2024-12-03,2024-12-23,61.39,Kept
4437,101300,5141,2025-10-23,2025-10-31,606.77,Kept
4438,101313,5142,2025-11-14,2025-12-02,4530.54,Kept
4439,101327,5143,2025-05-30,2025-05-31,104.9,Kept
4440,101348,5144,2025-11-24,2025-12-20,603.26,Kept
4441,101360,5145,2025-11-03,2025-11-04,541.28,Kept
4442,101375,5146,2026-01-26,2026-02-04,6677.57,Active
4443,101389,5147,2024-12-15,2024-12-23,318.84,Broken
4444,101422,5148,2026-02-21,2026-02-27,5312.97,Active
4445,101429,5149,2025-11-18,2025-11-27,101.56,Kept
4446,101447,5150,2024-09-14,2024-09-24,249.41,Broken
4447,101500,5151,2025-02-08,2025-02-23,129.95,Kept
4448,101518,5152,2024-10-21,2024-11-13,530.64,Broken
4449,101541,5153,2026-01-24,2026-02-21,4141.47,Active
4450,101553,5154,2026-02-13,2026-02-26,693.21,Active
4451,101558,5155,2026-01-15,2026-02-09,3544.01,Active
4452,101567,5156,2025-01-26,2025-02-24,97.83,Broken
4453,101592,5157,2026-02-02,2026-02-13,204.29,Active
4454,101626,5158,2025-03-10,2025-03-26,1088.31,Broken
4455,101633,5159,2025-07-07,2025-07-14,2148.2,Broken
4456,101647,5160,2026-01-31,2026-02-20,1959.84,Active
4457,101656,5161,2025-04-29,2025-05-05,331.66,Kept
4458,101687,5162,2025-10-20,2025-11-02,1481.75,Broken
4459,101701,5163,2025-03-26,2025-04-24,1928.44,Kept
4460,101724,5164,2025-03-08,2025-03-09,122.53,Broken
4461,101747,5165,2026-01-09,2026-01-12,2649.12,Kept
4462,101758,5166,2024-12-19,2024-12-31,392.71,Broken
4463,101790,5167,2024-09-10,2024-09-25,177.36,Kept
4464,101847,5168,2025-02-26,2025-03-06,681.4,Kept
4465,101898,5170,2025-03-15,2025-03-21,1521.03,Broken
4466,101906,5171,2026-01-31,2026-02-20,577.07,Active
4467,101916,5172,2026-02-01,2026-02-08,424.14,Active
4468,101955,5174,2026-01-05,2026-01-17,1816.1,Kept
4469,101999,5176,2024-11-30,2024-12-23,890.15,Broken
4470,102038,5177,2025-05-02,2025-05-04,385.02,Kept
4471,102055,5178,2025-08-18,2025-08-23,3504.03,Broken
4472,102071,5179,2025-09-11,2025-09-20,250.83,Kept
4473,102089,5180,2025-03-02,2025-03-08,227.36,Kept
4474,102126,5181,2024-10-28,2024-10-30,486.63,Broken
4475,102149,5182,2025-03-05,2025-04-02,324.05,Kept
4476,102175,5183,2024-08-08,2024-08-22,729.47,Broken
4477,102202,5184,2025-10-14,2025-10-21,560.27,Broken
4478,102218,5185,2025-11-01,2025-11-10,321.86,Kept
4479,102239,5186,2024-09-07,2024-09-22,215.61,Kept
4480,102275,5187,2025-06-27,2025-07-15,260.44,Kept
4481,102289,5188,2026-01-06,2026-02-03,848.85,Active
4482,102340,5190,2025-04-02,2025-04-11,533.92,Kept
4483,102360,5191,2025-10-21,2025-10-23,512.81,Kept
4484,102374,5192,2025-01-14,2025-01-30,667.14,Broken
4485,102400,5193,2025-06-12,2025-07-09,751.07,Kept
4486,102419,5194,2026-01-31,2026-02-15,872.73,Active
4487,102463,5196,2026-02-01,2026-02-05,220.22,Active
4488,102473,5198,2024-12-20,2024-12-26,142.69,Kept
4489,102504,5199,2026-02-06,2026-02-19,19968.33,Active
4490,102522,5200,2024-12-05,2024-12-15,1310.51,Broken
4491,102546,5201,2026-01-29,2026-02-11,3638.9,Active
4492,102552,5202,2025-11-26,2025-12-20,1544.09,Broken
4493,102569,5203,2025-08-31,2025-09-17,857.62,Broken
